"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1387355998214520837","https://twitter.com/saskvaccine/status/1387355998214520837","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 04:40 AM CST)","2021-04-28 10:40 +0000","206.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387343075777732608","https://twitter.com/saskvaccine/status/1387343075777732608","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 03:48 AM CST)","2021-04-28 09:48 +0000","187.0","2.0","0.0106951871657754","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387334943693447175","https://twitter.com/saskvaccine/status/1387334943693447175","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 03:16 AM CST)","2021-04-28 09:16 +0000","167.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387323682318548994","https://twitter.com/saskvaccine/status/1387323682318548994","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 02:31 AM CST)","2021-04-28 08:31 +0000","148.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387315118069800962","https://twitter.com/saskvaccine/status/1387315118069800962","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 01:57 AM CST)","2021-04-28 07:57 +0000","140.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387302761721593858","https://twitter.com/saskvaccine/status/1387302761721593858","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 01:08 AM CST)","2021-04-28 07:08 +0000","142.0","1.0","0.007042253521126761","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387289541627682816","https://twitter.com/saskvaccine/status/1387289541627682816","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/28 12:16 AM CST)","2021-04-28 06:16 +0000","144.0","1.0","0.006944444444444444","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387279324428988422","https://twitter.com/saskvaccine/status/1387279324428988422","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 11:35 PM CST)","2021-04-28 05:35 +0000","150.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387269094940971009","https://twitter.com/saskvaccine/status/1387269094940971009","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 10:54 PM CST)","2021-04-28 04:55 +0000","154.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387257380551892999","https://twitter.com/saskvaccine/status/1387257380551892999","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 10:08 PM CST)","2021-04-28 04:08 +0000","151.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387243032056000512","https://twitter.com/saskvaccine/status/1387243032056000512","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 09:11 PM CST)","2021-04-28 03:11 +0000","200.0","4.0","0.02","0.0","0.0","0.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387232982814138376","https://twitter.com/saskvaccine/status/1387232982814138376","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (04/27 08:31 PM CST)","2021-04-28 02:31 +0000","182.0","1.0","0.005494505494505495","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387223537463611393","https://twitter.com/saskvaccine/status/1387223537463611393","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 07:53 PM CST)","2021-04-28 01:53 +0000","183.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387211151868452868","https://twitter.com/saskvaccine/status/1387211151868452868","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 07:04 PM CST)","2021-04-28 01:04 +0000","183.0","5.0","0.0273224043715847","0.0","0.0","0.0","4.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387197839164383238","https://twitter.com/saskvaccine/status/1387197839164383238","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 06:11 PM CST)","2021-04-28 00:11 +0000","186.0","2.0","0.010752688172043012","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1387185671706603523","https://twitter.com/saskvaccine/status/1387185671706603523","Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 05:23 PM CST)","2021-04-27 23:23 +0000","190.0","3.0","0.015789473684210527","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
