"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1408150922585329664","https://twitter.com/saskvaccine/status/1408150922585329664","As of June 24, 2021 residents aged 12+ are elligible for 1st &amp; 2nd dose of #COVID19SK vaccine.

This account will stop tweeting daily until more information is released about residents under 12.

Please follow @SKGov @SaskHealth and visit https://t.co/EYzZfafIuo for more info.","2021-06-24 19:51 +0000","1127.0","23.0","0.02040816326530612","2.0","0.0","4.0","8.0","2.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408063250755854354","https://twitter.com/saskvaccine/status/1408063250755854354","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: Residents 12+ receiving their 2nd dose 28 days from the 1st dose.

#sk #sask #GetVaccinatedSK 06/24 08:03 AM CST https://t.co/ujWWhpzO3i","2021-06-24 14:03 +0000","148.0","10.0","0.06756756756756757","1.0","0.0","0.0","0.0","4.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1408062909599547397","https://twitter.com/saskvaccine/status/1408062909599547397","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: anyone who received their first dose on or before May 15, 2021

#sk #sask #GetVaccinatedSK 06/24 08:02 AM CST https://t.co/ujWWhpzO3i","2021-06-24 14:02 +0000","130.0","2.0","0.015384615384615385","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1407700451768815616","https://twitter.com/saskvaccine/status/1407700451768815616","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: anyone who received their first dose on or before May 15, 2021

#sk #sask #GetVaccinatedSK 06/23 08:01 AM CST https://t.co/ujWWhpRprS","2021-06-23 14:01 +0000","142.0","1.0","0.007042253521126761","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1407337950690557953","https://twitter.com/saskvaccine/status/1407337950690557953","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: anyone who received their first dose on or before May 15, 2021

#sk #sask #GetVaccinatedSK 06/22 08:01 AM CST https://t.co/ujWWhpRprS","2021-06-22 14:01 +0000","182.0","5.0","0.027472527472527472","0.0","0.0","1.0","1.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1407030368902041602","https://twitter.com/saskvaccine/status/1407030368902041602","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: anyone who received their first dose on or before May 15, 2021

#sk #sask #GetVaccinatedSK 06/21 11:39 AM CST https://t.co/ujWWhpRprS","2021-06-21 17:39 +0000","188.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1407013113480814592","https://twitter.com/saskvaccine/status/1407013113480814592","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: anyone who received their first dose before May 15, 2021

#sk #sask #GetVaccinatedSK 06/21 10:30 AM CST https://t.co/ujWWhpRprS","2021-06-21 16:30 +0000","192.0","4.0","0.020833333333333332","0.0","0.0","0.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406976563367849986","https://twitter.com/saskvaccine/status/1406976563367849986","Currently Booking Online: 1st dose: Residents 12 years and older. 2nd dose: Residents 40 years and older, or anyone who received their first dose before May 15, 2021

#sk #sask #GetVaccinatedSK 06/21 08:05 AM CST https://t.co/ujWWhpRprS","2021-06-21 14:05 +0000","374.0","6.0","0.016042780748663103","1.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406975670320873475","https://twitter.com/saskvaccine/status/1406975670320873475","Currently Booking Online: 1st dose: Residents 12 years and older (born on this day in 2009 or earlier). 2nd dose: Residents 45 years and older, or anyone who received their first dose before May 1, 2021

#sk #sask #GetVaccinatedSK 06/21 08:01 AM CST https://t.co/ujWWhpRprS","2021-06-21 14:01 +0000","178.0","2.0","0.011235955056179775","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406613334179385345","https://twitter.com/saskvaccine/status/1406613334179385345","Currently Booking Online: 1st dose: Residents 12 years and older (born on this day in 2009 or earlier). 2nd dose: Residents 45 years and older, or anyone who received their first dose before May 1, 2021

#sk #sask #GetVaccinatedSK 06/20 08:02 AM CST https://t.co/ujWWhpRprS","2021-06-20 14:02 +0000","212.0","9.0","0.04245283018867924","0.0","0.0","0.0","0.0","7.0","1.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1406250882958872586","https://twitter.com/saskvaccine/status/1406250882958872586","Currently Booking Online: 1st dose: Residents 12 years and older (born on this day in 2009 or earlier). 2nd dose: Residents 45 years and older, or anyone who received their first dose before May 1, 2021

#sk #sask #GetVaccinatedSK 06/19 08:01 AM CST https://t.co/ujWWhpRprS","2021-06-19 14:01 +0000","193.0","6.0","0.031088082901554404","0.0","0.0","0.0","5.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
